address,property_type,area_name,municipality,is_savedalen,sale_type,sold_date,year,month,final_price_sek,asking_price_sek,price_change_sek,price_change_percent,living_area_m2,extra_area_m2,rooms,plot_area_m2,price_per_m2,bid_change_percent,source_url,detail_url,build_year,energy_class,operating_cost_sek_per_year,monthly_fee_sek,ownership_type,latitude,longitude,days_on_market,has_detail_data,model_latitude,model_longitude,coordinate_source,area_group,distance_to_partille_center_km,distance_to_gothenburg_center_km,distance_to_savedalen_center_km,price_outlier_flag,area_outlier_flag,plot_outlier_flag
Kullegärdet 48,Radhus,Södra Sävedalen,Partille,yes,Slutpris,2026-05-18,2026,5,6600000,6298000.0,302000.0,4.8,132.0,,5.0,175.0,50000.0,4.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Södra Sävedalen,1.85,7.07,1.28,no,no,no
Fykelyckan 14,Radhus,Södra Sävedalen,Partille,yes,Slutpris,2026-05-18,2026,5,6600000,,,,136.0,41.0,7.0,151.0,48500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Södra Sävedalen,1.85,7.07,1.28,no,no,no
Brasebacken 47,Radhus,Öjersjö,Partille,no,Slutpris,2026-05-16,2026,5,4800000,,,,116.0,4.0,4.0,401.8,41400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Öjersjö,1.85,7.07,1.28,no,no,no
Jennyhillsvägen 9G,Radhus,Mellby,Partille,no,Slutpris,2026-05-16,2026,5,4550000,4034000.0,516000.0,12.8,121.0,2.0,6.0,301.0,37600.0,12.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Mellby,1.85,7.07,1.28,no,no,no
Högmossevägen 3,Villa,Öjersjö,Partille,no,Slutpris,2026-05-13,2026,5,5300000,4711000.0,589000.0,12.5,75.0,69.0,5.0,1699.0,70700.0,12.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Öjersjö,1.85,7.07,1.28,no,no,no
Bykällevägen 35,Villa,Kåhög,Partille,no,Slutpris,2026-05-13,2026,5,6300000,,,,174.0,76.0,6.0,1074.0,36200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Kåhög,1.85,7.07,1.28,no,no,no
Fröjas Backe 20,Villa,Södra Sävedalen,Partille,yes,Slutpris,2026-05-12,2026,5,7910000,7498000.0,412000.0,5.5,122.0,6.0,6.0,347.0,64800.0,5.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Södra Sävedalen,1.85,7.07,1.28,no,no,no
Morkullesträcket 20B,Villa,Furulund,Partille,no,Slutpris,2026-05-12,2026,5,7650000,7862000.0,-212000.0,-2.7,149.0,,5.0,892.0,51300.0,-2.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Furulund,1.85,7.07,1.28,no,no,no
Gryningsvägen 81,Radhus,Furulund,Partille,no,Slutpris,2026-05-11,2026,5,2910000,2942000.0,-32000.0,-1.1,131.8,,4.0,,22100.0,-1.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Furulund,1.85,7.07,1.28,no,no,no
Idas väg 3C,Radhus,Öjersjö,Partille,no,Slutpris,2026-05-08,2026,5,6500000,6500000.0,0.0,0.0,125.0,,5.0,125.0,52000.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Öjersjö,1.85,7.07,1.28,no,no,no
Hällebergsvägen 5,Villa,Öjersjö,Partille,no,Slutpris,2026-05-08,2026,5,12900000,,,,196.0,92.0,,1081.0,65800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Öjersjö,1.85,7.07,1.28,no,no,no
Källdalsvägen 11,Radhus,Mellby,Partille,no,Slutpris,2026-05-07,2026,5,3200000,3190000.0,10000.0,0.3,107.0,,4.0,182.0,29900.0,0.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Mellby,1.85,7.07,1.28,no,no,no
Haketjärnsvägen 33,Villa,Furulund,Partille,no,Sista bud,2026-05-07,2026,5,7775000,6726000.0,1049000.0,15.6,152.0,30.0,7.0,863.4,51200.0,15.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Furulund,1.85,7.07,1.28,no,no,no
Rådjursstigen 17B,Villa,Öjersjö,Partille,no,Slutpris,2026-05-06,2026,5,10000000,,,,166.0,35.0,7.0,857.0,60200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Öjersjö,1.85,7.07,1.28,no,no,no
Ridhusvägen 6,Villa,Furulund,Partille,no,Slutpris,2026-05-06,2026,5,6525000,7234000.0,-709000.0,-9.8,101.0,80.0,5.0,1350.0,64600.0,-9.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Furulund,1.85,7.07,1.28,no,no,no
Björkåsvägen 15,Villa,Kåhög,Partille,no,Slutpris,2026-05-05,2026,5,5050000,4327000.0,723000.0,16.7,91.0,83.0,5.0,866.8,55500.0,16.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Kåhög,1.85,7.07,1.28,no,no,no
Bragevägen 15,Villa,Sävedalen,Partille,yes,Slutpris,2026-05-04,2026,5,6650000,6604000.0,46000.0,0.7,112.0,75.0,6.0,853.0,59400.0,0.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Sävedalen,1.85,7.07,1.28,no,no,no
Mikaelivägen 6,Kedjehus,Paradiset,Partille,no,Slutpris,2026-04-30,2026,4,6800000,7128000.0,-328000.0,-4.6,140.0,,6.0,526.0,48600.0,-4.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Partille kommun,1.85,7.07,1.28,no,no,no
Västergårdsvägen 10,Villa,Mellby,Partille,no,Slutpris,2026-04-30,2026,4,6485000,7142000.0,-657000.0,-9.2,134.0,77.0,8.0,1275.0,48400.0,-9.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Mellby,1.85,7.07,1.28,no,no,no
Gryningsvägen 75,Radhus,Furulund,Partille,no,Slutpris,2026-04-30,2026,4,2900000,,,,110.7,,5.0,,26200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Furulund,1.85,7.07,1.28,no,no,no
Gökskullavägen 37,Villa,Öjersjö,Partille,no,Slutpris,2026-04-29,2026,4,10000000,,,,200.0,70.0,6.0,1758.0,50000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Öjersjö,1.85,7.07,1.28,no,no,no
Fussegårdsvägen 1,Villa,Kåhög,Partille,no,Slutpris,2026-04-27,2026,4,5625000,5161000.0,464000.0,9.0,108.0,100.0,6.0,789.0,52100.0,9.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Kåhög,1.85,7.07,1.28,no,no,no
Lilla Tulteredsvägen 16,Villa,Lexby,Partille,no,Slutpris,2026-04-27,2026,4,4900000,4837000.0,63000.0,1.3,120.0,,7.0,5465.0,40800.0,1.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Lexby,1.85,7.07,1.28,no,no,no
Högenvägen 3A,Radhus,Partille kommun,Partille,no,Lagfart,2026-04-23,2026,4,4400000,,,,78.0,39.0,,164.0,56400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Partille,1.85,7.07,1.28,no,no,no
Första Tvärvägen 5,Villa,Sävedalen,Partille,yes,Slutpris,2026-04-22,2026,4,7800000,,,,126.0,45.0,5.0,1001.0,61900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Sävedalen,1.85,7.07,1.28,no,no,no
Eriksvägen 36,Villa,Partille kommun,Partille,no,Lagfart,2026-04-22,2026,4,9500000,,,,97.0,35.0,,1038.0,97900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Partille,1.85,7.07,1.28,no,no,no
Örnåshöjden 2,Villa,Partille kommun,Partille,no,Lagfart,2026-04-22,2026,4,4100000,4100000.0,0.0,0.0,,,,732.0,,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Partille,1.85,7.07,1.28,no,no,no
Nygårdsvägen 32B,Radhus,Lexby,Partille,no,Slutpris,2026-04-21,2026,4,3095000,,,,87.0,23.0,4.0,76.0,35600.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Lexby,1.85,7.07,1.28,no,no,no
Ådäljan 20,Radhus,Sävedalen,Partille,yes,Slutpris,2026-04-18,2026,4,6100000,,,,127.0,,5.0,157.0,48000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Sävedalen,1.85,7.07,1.28,no,no,no
Helgas väg 12E,Radhus,Öjersjö,Partille,no,Slutpris,2026-04-15,2026,4,6675000,6675000.0,0.0,0.0,121.0,7.0,5.0,224.0,55200.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Öjersjö,1.85,7.07,1.28,no,no,no
Jennyhillsvägen 6,Radhus,Mellby,Partille,no,Slutpris,2026-04-14,2026,4,4640000,4536000.0,104000.0,2.3,121.0,2.0,5.0,152.0,38300.0,2.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Mellby,1.58,7.27,1.21,no,no,no
Björkdals väg 5,Villa,Partille kommun,Partille,no,Lagfart,2026-04-13,2026,4,16250000,,,,251.0,55.0,,1395.0,64700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Partille,1.58,7.27,1.21,no,no,no
Storegårdsvägen 9,Villa,Sävedalen,Partille,yes,Slutpris,2026-04-12,2026,4,7600000,7183000.0,417000.0,5.8,239.0,90.0,11.0,878.0,31800.0,5.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Sävedalen,1.58,7.27,1.21,no,no,no
Hytterkullen 24,Kedjehus,Partille kommun,Partille,no,Slutpris,2026-04-09,2026,4,4000000,3393000.0,607000.0,17.9,75.0,,3.0,171.0,53300.0,17.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Partille,1.58,7.27,1.21,no,no,no
Illervägen 3,Villa,Sävedalen,Partille,yes,Slutpris,2026-04-09,2026,4,7900000,,,,233.0,113.0,10.0,874.0,33900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Sävedalen,1.58,7.27,1.21,no,no,no
Gryningsvägen 77,Radhus,Furulund,Partille,no,Slutpris,2026-04-03,2026,4,2595000,,,,110.7,,5.0,,23400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Furulund,1.58,7.27,1.21,no,no,no
Dalvägen 11,Villa,Sävedalen,Partille,yes,Slutpris,2026-04-01,2026,4,10500000,,,,204.0,97.0,5.0,776.0,51500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Sävedalen,1.58,7.27,1.21,no,no,no
Lilla Pukevägen 12,Villa,Sävedalen,Partille,yes,Slutpris,2026-03-31,2026,3,6700000,,,,93.0,83.0,5.0,693.0,72000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Sävedalen,1.58,7.27,1.21,no,no,no
Hagkullevägen 33,Villa,Partille kommun,Partille,no,Lagfart,2026-03-30,2026,3,14900000,,,,202.0,,,1279.0,73800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Partille,1.58,7.27,1.21,no,no,no
Enskiftesvägen 1,Villa,Furuskog,Partille,no,Slutpris,2026-03-28,2026,3,10200000,10537000.0,-337000.0,-3.2,210.0,24.0,6.0,690.0,48600.0,-3.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Partille kommun,1.58,7.27,1.21,no,no,no
Tåbäcksvägen 34,Villa,Partille kommun,Partille,no,Lagfart,2026-03-27,2026,3,3650000,3473000.0,177000.0,5.1,,,,605.0,,5.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Partille,1.58,7.27,1.21,no,no,no
Eksvängen 2,Kedjehus,Partille kommun,Partille,no,Lagfart,2026-03-25,2026,3,7025000,7125000.0,-100000.0,-1.4,126.0,10.0,,393.0,55800.0,-1.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Partille,1.58,7.27,1.21,no,no,no
Fussegårdsvägen 14,Villa,Jonsered,Partille,no,Slutpris,2026-03-23,2026,3,6350000,6466000.0,-116000.0,-1.8,,,,,,-1.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Jonsered,1.58,7.27,1.21,no,no,no
Helgas väg 12A,Radhus,Öjersjö,Partille,no,Slutpris,2026-03-23,2026,3,6475000,6475000.0,0.0,0.0,121.0,,5.0,309.0,53500.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Öjersjö,1.58,7.27,1.21,no,no,no
Hytterkullen 110,Villa,Öjersjö,Partille,no,Slutpris,2026-03-20,2026,3,7695000,,,,184.0,7.0,7.0,437.0,41800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Öjersjö,1.58,7.27,1.21,no,no,no
Måndalsvägen 2,Villa,Furuskog,Partille,no,Slutpris,2026-03-20,2026,3,7400000,6975000.0,425000.0,6.1,158.0,,6.0,739.0,46800.0,6.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Partille kommun,1.43,9.68,3.48,no,no,no
Hytterkullen 28,Parhus,Öjersjö,Partille,no,Slutpris,2026-03-19,2026,3,5250000,5157000.0,93000.0,1.8,89.0,13.0,4.0,170.0,59000.0,1.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Öjersjö,1.43,9.68,3.48,no,no,no
Idas väg 3B,Radhus,Öjersjö,Partille,no,Slutpris,2026-03-18,2026,3,6615000,6869000.0,-254000.0,-3.7,125.0,,5.0,126.0,52900.0,-3.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Öjersjö,1.43,9.68,3.48,no,no,no
Tåbäcksvägen 15,Radhus,Öjersjö,Partille,no,Slutpris,2026-03-18,2026,3,5100000,4899000.0,201000.0,4.1,126.0,,6.0,,40500.0,4.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Öjersjö,1.43,9.68,3.48,no,no,no
Tåbäcksvägen 4A,Parhus,Öjersjö,Partille,no,Slutpris,2026-03-18,2026,3,5450000,,,,122.0,99.0,6.0,,44700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Öjersjö,1.43,9.68,3.48,no,no,no
Kullegärdet 28,Radhus,Partille kommun,Partille,no,Slutpris,2026-03-17,2026,3,6275000,6543000.0,-268000.0,-4.1,132.0,20.0,5.0,175.0,47500.0,-4.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Partille,1.43,9.68,3.48,no,no,no
Tåbäcksvägen 3A,Parhus,Öjersjö,Partille,no,Slutpris,2026-03-16,2026,3,4650000,4463000.0,187000.0,4.2,92.0,21.0,4.0,,50500.0,4.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Öjersjö,1.43,9.68,3.48,no,no,no
Jennyhillsvägen 5F,Radhus,Mellby,Partille,no,Slutpris,2026-03-16,2026,3,4580000,4678000.0,-98000.0,-2.1,121.0,2.0,6.0,178.0,37900.0,-2.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Mellby,1.43,9.68,3.48,no,no,no
Öjersjövägen 34F,Parhus,Öjersjö,Partille,no,Slutpris,2026-03-14,2026,3,5000000,4488000.0,512000.0,11.4,90.0,,,552.0,55600.0,11.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Öjersjö,1.43,9.68,3.48,no,no,no
Solbacken 13,Villa,Öjersjö,Partille,no,Slutpris,2026-03-13,2026,3,12700000,12212000.0,488000.0,4.0,212.0,82.0,6.0,909.0,59900.0,4.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Öjersjö,1.43,9.68,3.48,no,no,no
Apelstigen 2,Villa,Paradiset,Partille,no,Slutpris,2026-03-10,2026,3,7700000,,,,167.7,,7.0,676.0,45900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Partille kommun,1.43,9.68,3.48,no,no,no
Skolängen 13,Radhus,Ugglum,Partille,no,Slutpris,2026-03-08,2026,3,5975000,,,,114.0,55.0,5.0,146.0,52400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Ugglum,1.43,9.68,3.48,no,no,no
Lyckotalsvägen 22,Villa,Öjersjö,Partille,no,Slutpris,2026-03-06,2026,3,8330000,8650000.0,-320000.0,-3.7,180.0,,6.0,734.0,46300.0,-3.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Öjersjö,1.43,9.68,3.48,no,no,no
Smedjegårdsvägen 11D,Radhus,Lexby,Partille,no,Slutpris,2026-03-06,2026,3,3850000,,,,87.0,28.0,5.0,76.0,44300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Lexby,1.43,9.68,3.48,no,no,no
Kullegärdet 76,Radhus,Ugglum,Partille,no,Slutpris,2026-03-01,2026,3,6250000,,,,148.0,,6.0,221.0,42200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Ugglum,1.43,9.68,3.48,no,no,no
Jons väg 20,Radhus,Jonsered,Partille,no,Slutpris,2026-02-27,2026,2,6250000,6371000.0,-121000.0,-1.9,138.0,,5.0,306.0,45300.0,-1.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Jonsered,1.43,9.68,3.48,no,no,no
Björkebergsstigen 5,Villa,Sävedalen,Partille,yes,Slutpris,2026-02-26,2026,2,8350000,,,,166.0,10.0,5.0,571.0,50300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Sävedalen,1.43,9.68,3.48,no,no,no
Morkullesträcket 16B,Villa,Furulund,Partille,no,Slutpris,2026-02-26,2026,2,7000000,6629000.0,371000.0,5.6,149.0,6.0,,1231.0,47000.0,5.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Furulund,1.43,9.68,3.48,no,no,no
